x,y,z
308.64502046165694,327.5169363686499,b
285.0816689069478,327.3630685047442,b
299.8696897598255,430.1476941613833,b
309.940390617823,332.59377761629133,b
316.6248772495433,351.06565258380414,b
330.83716233427515,297.33104773018033,b
346.0053340249177,345.9807972089496,b
330.27402905189564,399.9364063259761,b
293.62927764153807,403.4514447643063,b
383.5895353480918,383.9718216800511,b
351.8684226594557,392.7479976945709,b
363.2644420586836,366.2388931272878,b
314.1414303980586,398.87945494266955,b
378.15797786480914,429.1230457795334,b
372.4740165934625,375.67100336181556,b
365.341476967501,388.5272519609865,b
431.125725624755,422.1433432912244,b
354.3609382025684,381.0932824942994,b
337.6565406842785,420.7759040034418,b
412.4461153799481,394.33125535530087,b
335.27059149296394,385.3258756120134,b
380.73196839983945,333.1114811027697,b
397.56906076997467,380.10607043485504,b
398.38770141935316,382.6427106005554,b
390.52460766632714,393.73150917407816,b
386.7353150834786,390.24980607815314,b
406.1499571220919,393.28848925898353,b
379.94316323144807,411.90259380837455,b
544.831946976916,362.17407807296496,c
459.69394076771863,305.1090307451751,c
434.52376265849637,253.86662505683597,c
425.9802935107843,286.5501201002056,c
377.600720994588,266.168033465864,c
434.7481830235215,229.35809993560298,c
437.3206812397849,272.287832310838,c
397.53663986676435,235.41757606716777,c
390.47402023077154,282.1435124924949,c
361.35127427496064,250.02513121298242,c
371.75533839454874,234.6912288652748,c
405.0837977954123,220.859568222931,c
414.09937026098385,271.860842986418,c
366.77946070651535,263.92864190868363,c
337.6903920845036,243.41019204075985,c
351.4185921648667,231.22075132949027,c
313.65653126330847,226.1490875307482,c
342.7188900552192,210.1303094465631,c
349.2954840172616,208.33765528815366,c
357.71864158603074,161.50927902116695,c
389.91088027197543,233.50011836936415,c
318.3248975601924,204.43168907735725,c
310.50635940374315,194.25739990536033,c
307.2409367131302,257.13093316755555,c
347.9318847844464,187.38637861266227,c
301.6651633071785,178.9334805334987,c
288.91181166902135,183.422046644685,c
322.32176554465974,146.79263687551185,c
257.0748486593749,172.44518663315012,c
326.54130179684273,192.74546270174397,c
309.4938893860264,166.67706426816466,c
299.3935775837467,173.02854388842604,c
297.6213266163463,165.59688700548514,c
216.03106792589932,182.67162238618874,c
345.4421374401256,174.54155042908917,c
316.6864149417481,155.2526625422471,c
278.9997097159249,177.68180577747296,c
305.6113968494819,142.31188839917752,c
312.3881817043649,202.38704625889784,c
287.15962212814867,173.24992943817904,c
262.0074805663563,156.96273135267217,c
289.9115706227352,216.60498521103875,c
367.05835237442943,236.91891634604485,c
388.3565273604479,237.09625829812893,c
402.40024822655755,249.54293860498422,c
391.5078122239697,264.34966213444505,c
427.9942189579508,283.65289675891495,c
449.65237975608704,284.404992026866,c
462.5209792055608,258.8968331049573,c
447.2884808455356,227.2535826661288,c
443.78875469551866,294.63376382476383,c
449.58490469906434,297.3155344375407,c
541.421926442847,349.9341792192939,c
533.5424571474898,316.38955759723683,c
490.6171623675241,316.0232749400524,c
521.4885486003711,318.85514593918833,c
494.21408997930035,293.1313488193287,c
501.2813251586036,263.6082518409072,c
497.27734952400795,297.814822940907,c
457.96710044729554,343.1390256389227,c
486.0711351599787,315.6030337312222,c
511.7088369630873,355.18145313245435,c
551.5320975381372,332.9937218066121,c
514.9779294170105,336.982548384496,c
496.5868920359897,311.3812904476878,c
525.1773495094377,315.1271100677109,c
522.2646598699124,326.88679353681493,c
557.4196192234002,329.0972528927459,c
522.2182796358624,330.83665345417023,c
533.7662179639713,304.6127136287042,c
572.7378193883466,360.0177667386498,c
530.3702484033489,331.5969438694043,c
540.7651965542267,320.8773112528228,c
556.4928588640629,343.88190582955474,c
559.3289287188152,343.9745645028868,c
510.00226626730057,300.18675287172545,c
508.7623408785986,295.20572417655023,c
507.83859036105684,337.21162946522907,c
536.5877763673271,287.88315567474206,c
470.36953643463784,277.03250431286295,c
489.8892225974872,341.4255008804994,c
429.5607779500984,312.8659106142338,c
498.280747359909,316.7167571193102,c
444.09514536865686,278.72518016643863,c
441.98826632667846,320.8592667415506,c
475.1792447833775,297.42299051575395,c
480.4746360946398,280.57448187965224,c
464.15406878118097,262.87740115396355,c
497.4540880960637,269.1685949782739,c
435.9714375985491,306.5865016894954,c
433.9005671362589,274.4703622264028,c
459.19988015118054,286.97866476684896,c
448.9647998950317,270.22754310486954,c
426.3587792972558,245.59788136767796,c
406.3117353550308,264.67214854758805,c
437.8255501736116,252.08280951185188,c
435.0666557362022,213.91921402811738,c
417.8984015647374,246.46548750295477,c
421.78312019578925,296.411318479476,c
425.8299153368645,267.57364909182763,c
400.71312634264706,234.2013015448407,c
396.26991787258874,196.92035069453408,c
385.2156233032355,279.73112609277916,c
412.7748973246258,274.33063005012684,c
419.0338985001712,286.11934660956024,c
403.39255810940875,252.5795239044317,c
381.24589136991335,272.07034220424384,c
376.36962685455387,222.1089782227313,c
426.4935199242558,246.43896399687932,c
372.2486747644973,263.64237887047113,c
331.90707943756513,194.72020155236572,c
355.4518330714616,224.67489270168198,c
363.88402549267704,227.87793487691863,c
342.49995976190985,214.11098659622036,c
374.13273036329196,216.58275487207044,c
378.5642445946056,215.67669762166253,c
352.8326142530835,228.9320334762739,c
405.7514399166358,247.85924692703506,c
350.0233477280275,219.2113306550487,c
319.9219652743525,207.681659467413,c
386.0741306649058,201.51215894591837,c
377.9220177683423,212.86944225103804,c
290.885723344729,204.69124896821648,c
317.5225946060615,211.6040223583936,c
276.7390138684963,191.33385663669213,c
387.3416008953344,183.24350220199648,c
283.996536443352,144.9477118032528,c
598.1636547190179,239.61451923978473,d
610.7101702237438,167.70075929799827,d
516.330331951253,133.76488744714686,d
453.4405636328254,30.44545289668588,d
457.74706548753124,34.34613810696169,d
456.16631875815125,39.94671801489801,d
437.3752198624547,58.53733339818251,d
465.3511286207274,79.52250197335786,d
470.20482874424755,17.23305216283069,d
447.43270466116655,14.560842270696128,d
431.27397696772766,77.393071485993,d
424.5717229291937,70.72956998371217,d
449.18368366045104,55.19168584972124,d
466.9508183598499,32.93394980159678,d
489.22235926111546,130.35351138551164,d
472.5411098569662,107.50109874097382,d
509.5266505761936,115.8765047202773,d
501.25814871693086,74.83882532308826,d
538.890053653911,131.41686964073017,d
528.6122942121817,114.10825937891559,d
569.8244341799594,130.40485186511467,d
530.7791578415852,103.23091038180507,d
552.0921279073484,117.24151423701937,d
582.8311114369353,206.79140682096397,d
579.3427673790992,132.47268008095136,d
575.9617630774484,205.3281037543211,d
593.9448040739778,157.71039372369376,d
610.0405883714369,198.63657680067297,d
615.71095038802,237.32720217987162,d
568.1907040616267,159.9139276467639,d
622.8644721053796,155.19850444291546,d
626.5758967193344,204.64609553674165,d
661.1820022299198,219.24183833298628,d
670.2288292377843,187.82907582354363,d
622.6940661982121,191.4618382495741,d
617.0211143669153,223.69370989117164,d
580.254065336201,152.81811621289341,d
652.9003023890186,199.0619476309132,d
634.186851913845,250.81460058395385,d
633.358314737288,189.92459676756863,d
639.8986842564016,185.55429536658386,d
609.7848429169322,216.1732057698071,d
592.9908051976494,215.11188059759053,d
625.5425573483938,214.58242332686234,d
615.8239814108573,215.39992096141987,d
701.6410480224177,167.7831623309562,d
604.6234263142229,200.88470338926226,d
621.4648715256455,201.90011215814758,d
644.9181282621212,177.2439018506073,d
602.1190738897811,146.31377245472686,d
571.7627803502872,128.85499491475622,d
569.8395059715137,159.07442515269167,d
539.4280903294434,117.38572344323347,d
542.7190032915017,125.52464282295614,d
527.2144663585087,75.83058600991575,d
504.6627621212066,92.46086763033014,d
479.0169169512517,97.85808440583065,d
463.5932384101758,104.72467860624113,d
451.24793809759115,51.928187648389326,d
491.9554723714876,103.55052103827262,d
482.7053289329247,52.36465212307684,d
459.3748326060612,65.62107912311279,d
442.0861364335317,33.744715618703026,d
477.4330593843951,14.170814382370054,d
421.7990085328632,11.690780792701162,d
429.4837155575697,22.933910293943484,d
448.2532830694802,74.93301762022037,d
432.1760413823783,73.729778051425,d
475.1464651549638,54.980882895434206,d
465.79063172731344,46.2474508833219,d
429.8210344699495,56.404482346024565,d
440.6118001739672,77.53094326055208,d
407.8119478762858,85.40431920354843,d
425.087887016931,70.74166096501801,d
458.07728951845536,73.73017080597128,d
531.0722332865786,113.35640527553676,d
513.858119699016,116.53230179358212,d
502.2018176640341,117.90787581169718,d
513.6310096478063,84.24759326500907,d
521.5115561273464,123.94317725802756,d
558.4828815291049,146.3974914991959,d
600.2512342730276,183.54592808164392,d
527.100122076452,143.17241469139253,d
564.6280535527529,108.51863583353969,d
541.1426443135421,161.41463881542631,d
597.1238716586984,187.3762538655606,d
586.2925400228016,187.58548602280405,d
574.3920849805778,184.1260504664554,d
573.2952460288835,190.95753980438587,d
612.3408367573286,203.6721391990049,d
586.1222453516042,153.98404340889368,d
597.3191914575127,221.7135650888116,d
602.7057430914502,154.33846756561286,d
616.039804612832,223.71486334129486,d
